text,likes,replies,date,sentiment
"Hi Coy, please give my students a huge shout-out.  We watch your show every day and love learning about what is going on in the world.  Thank you for all you do!! I am Mrs. Coggins and I teach 7th grade Social Studies at Lowndes Middle School in Valdosta Georgia.  Go Vikings!!!!!",0,0,2023-10-19T23:02:23Z,0
"Can you give my school a shout out? We have been watching you guys for about 3 years! Are school is Called Kent county Middle school in Chester town,maryland. Are class is Mr beck's 7th grade class.",1,1,2023-10-19T03:20:35Z,0
"American Jews voted for Biden, who gave billions to Iran, who financed Hamas to attack Israel. Will they vote for Biden again? Probably.",0,1,2023-10-18T21:58:42Z,0
Please no body tells me that u guys believe this it’s none sense,1,0,2023-10-18T19:30:42Z,0
"Can you please give a #shoutout to Ms. Newton's PALS class in Abilene, Texas? #heartofacolt Thank you!!",0,0,2023-10-18T15:03:38Z,0
Can u shout out to Houston Texas Helms elementary,0,0,2023-10-18T00:44:11Z,0
"My Class has come up with a Word for Wednesday:
Mr. Alton's Out of State Class
Perimeter Behavioral of Missouri
Word: Hippopotomonstrosesquippedaliophobia - Fear of Long Words.

We would also Love to get a shout Out from Coy Wire!!!",0,0,2023-10-17T18:20:22Z,0
"Shout out to Mrs. Bishop's class at Pendleton Heights Middle School in Pendleton, Indiana.  Go Arabians!  Yes, I can!!",0,0,2023-10-17T17:51:19Z,0
"""Hamas is now in control"" -they have had control since 2007.  And yet they could care less about the Palestinian people. And Hamas a terrorist group.",2,0,2023-10-17T17:10:27Z,0
"Love your vids

Name pronounced (Karol)

Mr. Cairol social studies class Lakeland Copper Beech Middle School",0,0,2023-10-16T19:49:19Z,0
Mrs. Cody history class from Parker middle school Chelmsford MA please can we have shout out this week,0,0,2023-10-16T19:39:45Z,0
Mr. Wheatley's History Class from OCASA College Prep in San Juan Capistrano we would love a shout out,0,0,2023-10-16T17:57:37Z,0
free palestine and higher ground academy minneapolis mn,8,0,2023-10-16T00:41:17Z,0
6th grade mr Addis class Smokey road middle school,0,0,2023-10-16T00:33:54Z,0
"8th grade Mr.terrys class,Patrick county high school. Stuart,Va",0,0,2023-10-15T22:59:57Z,0
please shout out South Sioux City Middle School,0,0,2023-10-15T19:40:03Z,0
please shout out South Sioux City Middle School,0,0,2023-10-15T19:39:31Z,0
Mrs Jimenez Civics class at South Dade Middle School in South Florida Pleaseee shout out,0,0,2023-10-15T17:00:31Z,0
"Oberlin Magnet Middle School, Raleigh North Carolina, Mrs. Usher's Class. Go Trailblazers!",0,0,2023-10-15T14:30:21Z,0
"Free Palestine 🇵🇸 🇵🇸 
Israel does not exist 
Say the truth Of what's going on there",19,4,2023-10-15T05:32:08Z,0
PLZ FEATURE CARUSI MIDDLE SCHOOL MR.TEDESCO’S CLASS,0,0,2023-10-14T22:40:36Z,0
"❤in and I I was not affected, but it would take more to be in your own way 😮I don't want it. You",0,0,2023-10-14T19:38:20Z,0
Did he say that Hamas was enlisted by the usa?????,2,0,2023-10-14T16:37:36Z,0
Day 11 of asking you to shout-out Mrs young’s 5th period math class from arbor hills junior high school!!! this would make all of us smile!,0,0,2023-10-14T14:17:43Z,0
"@coywire please shoutout ruch outdoor community school in ruch , Oregon. Mr. fox’s class enjoys watching your videos. He has said he’ll dye his hair blue if given a shout-out! Go cougars!",0,0,2023-10-14T06:22:15Z,0
"@coywire please shoutout ruch outdoor community school in ruch , Oregon. Mr. fox’s class enjoys watching your videos. He has said he’ll dye his hair blue if given a shout-out! Go cougars!",0,0,2023-10-14T06:22:09Z,0
"@coywire please shoutout ruch outdoor community school in ruch , Oregon. Mr. fox’s class enjoys watching your videos. He has said he’ll dye his hair blue if given a shout-out! Go cougars!",0,0,2023-10-14T06:22:04Z,0
shut out tenaya middle school Mrs.owensby plz,0,0,2023-10-13T21:22:55Z,0
"Lies Palestine is getting attacked even some cnn journalist got searched and dragged out of the van by Israelis, Pray for Palestine 🙏🏽🙏🏽",15,3,2023-10-13T21:21:18Z,0
SHOUT OUT TO WARREN WOODS MIDDLE SCHOOL IN WARREN MICHIGAN! SHOUTOUT TO MRS. RICE,0,0,2023-10-13T20:20:11Z,0
"Hi! We here at Hill Country Christian School of Austin, TX are praying for the innocent people of Israel and Palestine who are facing war and great peril and for protection over the Israeli soldiers.  
Coy Wire, we appreciate your very informative presentations and look forward to watching them each class.  We'd love a shout-out for Mrs. Schu's 6th grade History class.",3,1,2023-10-13T18:45:03Z,0
"Ms. Moore's 7th grade social studies class at East Paulding Middle School in Dallas, GA! We are currently learning about European Partitioning of the Middle East and the creation of the Modern State of Israel. It's amazing to watch their minds connect the history of modern Israel's creation in 1948 to today's conflict! They are DYING for a shout-out!!!",0,0,2023-10-13T15:01:16Z,0
"They're like Fred Flintstone, looks out his window ,sees Rubble.",0,0,2023-10-13T14:31:44Z,0
"Ms. Engineer's class at Hubbard Media Arts Academy San Jose, Ca 95122 will love a Shoutout! 👍🏫",0,0,2023-10-13T14:14:08Z,0
"Mr. Dorwaldt's Social Skills Class
Maus Middle School- Frisco ISD 
Frisco, Texas",0,1,2023-10-13T13:09:43Z,0
Watch Julie Green and get God's truth.,0,0,2023-10-13T08:58:54Z,0
Valor academy middle school,1,1,2023-10-13T07:05:05Z,0
You guys should stop condemning the Islamic name.  Islam is peace and love,6,1,2023-10-13T06:10:15Z,0
Please think for something that can stop this war.... Instead of fighting in this comment section,2,1,2023-10-13T05:32:51Z,0
Will walk through streets of gazq just to greet the holy spirit lol,0,0,2023-10-13T04:09:53Z,0
"Heyyyy CNN 10! This is Aarohana from Mrs.Mckell’s class in Sunnyvale Middle School. An extremely amazing middle school in California! Mrs.Mckell has us watch the daily episode everyday, which is extremely interesting! My class love hearing all of Coy’s puns and all the stories that keeps us up to date with todays world! We saw that today you had a school in San Jose and was wondering if you could move just a little to Sunnyvale and give us a quick shoutout! Thank you for this educational channel! WE LOVE YOU",0,0,2023-10-13T04:07:43Z,0
America is bad,6,0,2023-10-13T03:55:45Z,0
Pls shout out Herrera elementary in Arizona,0,0,2023-10-13T01:51:59Z,0
Live in love for the children,0,0,2023-10-13T00:35:43Z,0
"Long live free Palestine. This is Palestine, no matter what happens. We are not terrorism, we want our homeland 💔",6,3,2023-10-12T23:37:40Z,0
I hope Israel get the help it needs Stand for 🇮🇱,1,2,2023-10-12T21:59:52Z,0
Ms Morale’s advisory at valley middle school in minnesota!!,0,0,2023-10-12T20:26:00Z,0
"Just because Palestine defending themselves, doesn’t mean they are terrorist.",3,0,2023-10-12T20:05:42Z,0
Shame on US for only sharing one side which is not true. Israel attacking palestine why it’s not on the news. Killing thousands of people kidnapped them shoting them everyday every years,4,1,2023-10-12T20:02:45Z,0
"Hey, you said 5 sports in the Olympics, but you named 6.",0,0,2023-10-12T19:23:03Z,0
Please give my class a huge shout-out!  We watch your show every day and love learning about what is going on in the world. This is Mrs. Coggins' 7th grade Social Studies at Lowndes Middle School.  Goooooo Vikings!!!!,0,0,2023-10-12T16:14:57Z,0
"Im the student at Stanley British Primary School section 7.1 and would love a shoutout.  I hope israel can stay strong. love yall stay strong israel,",0,0,2023-10-12T16:10:18Z,0
"Shout out to Mr. Topik 2a class at Northwest Rankin High School in 9th grade Flowood, Ms and my name is Khloe Hill and we love to watch you Coy",0,0,2023-10-12T15:37:26Z,0
"Good Morning we enjoyed watching elephants and watching the pumpkins! Please give a shout out to the Sheppard Pratt School in Rockville, Maryland!!!!",0,0,2023-10-12T13:32:32Z,0
You should totally shout out  Bassett/Dietz advisory!,0,0,2023-10-12T13:30:44Z,0
"You should totally shout out dobie junior high Ms.Williams 1st period 

For realsies I love you guys",0,0,2023-10-12T13:27:32Z,0
"Chancelight alternative education In Rockford, Illinois",0,0,2023-10-12T13:19:40Z,0
"Shoutout to Coy!!! Riverdale Baptist School of Upper Marlboro, Maryland.",0,0,2023-10-12T12:03:24Z,0
Shame for you,1,0,2023-10-12T08:57:34Z,0
The way the buildings fell at 7:40 looks incredibly suspicious. Explosions from near the base on either side too,1,0,2023-10-12T08:57:23Z,0
Sham for you,1,0,2023-10-12T08:56:51Z,0
Sham for you,1,0,2023-10-12T08:56:26Z,0
"Would love a shout out to Ovey Comeaux high school .Lafayette, Louisiana. We love Watching your videos🙏",2,0,2023-10-12T02:49:49Z,0
Redwater middle school -Mr.pitman,1,0,2023-10-12T02:36:27Z,0
Redwater middle school - Mr.pitman,1,0,2023-10-12T02:36:06Z,0
We need to get a shoutout for Choice School. This channel supported my homework in current events.,1,0,2023-10-12T02:11:39Z,0
How it was so easy to enter there boarder,1,0,2023-10-12T02:08:02Z,0
Southside high school sharks we watch y’all everyday we love y’all some much it would mean the world to us if we got a shoutout and we always show love and we love your jokes,0,0,2023-10-12T01:33:41Z,0
"Eagle peak Middle School Ukiah , California",0,0,2023-10-12T01:05:21Z,0
"Ms Esteps classroom tunstall middle school dry fork, virginia",0,0,2023-10-11T23:59:27Z,0
Please send a shout out to Glenburn public school in North Dakota! It’s a small town but just as amazing as any other! 😊,0,0,2023-10-11T23:38:01Z,0
"PLS, I would like the 8th period in Ms, Lumbreras' classroom in Doral ACademy to get a shoutout",1,0,2023-10-11T22:22:30Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:55:10Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:55:06Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:55:03Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:55:00Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:57Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:54Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:52Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:50Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:47Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:45Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:38Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOUNDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:34Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE you,0,0,2023-10-11T21:54:24Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:09Z,0
NDIO DE AUGILAS SCHOOL PLSS WE LOVE YOU,0,0,2023-10-11T21:54:06Z,0
"Please send a HUGE shout out to the Cardston Cougars at Cardston Jr. High School in Alberta, Canada.",0,0,2023-10-11T21:17:32Z,0
Plz shout out mr laprises class at Bonny eagle middle school in buxton Maine,0,0,2023-10-11T20:07:17Z,0
Plz shout out mr laprises class at Bonny eagle middle school in buxton Maine,0,0,2023-10-11T20:07:11Z,0
"Why i cant say my opinion 😢........This is an old conflict that is 74 years old. The beginning of this conflict is that the Palestinians are to blame. They have been on this land for 1,500 years. They have lived through wars, crusades, Mongols, massacres, and the massacres of Napoleon the Liar. Then the Israelis came and did the same thing as others, massacres, killing children and women, and mass expulsions. The Israelis have killed more than 100,000 Palestinians since 1984. Until now
These people know that the West has material interests with Israel that are similar to the interests of thieves
They tried to make peace with the Israelis, but the Israelis insist on procrastinating and postponing.
Then the Palestinians did not ask the Israelis to come to their country
Frankly, I don't know why Israelis want to live in the East
Most Israelis are not believers in the Torah. They only came because the Europeans hated the Jews
Europe, America, and the West are beautiful countries that have freedom to the greatest extent and are compatible with the traditions that Israelis live with.
In conclusion, what happened has happened, and I think things will get more and more violent
The West cannot bear a million refugees from Africa and the East due to differences in religion, traditions and logic. But it wants others to live together in peace.


on",4,0,2023-10-11T19:32:41Z,0
Please shoutout TORRINGTON MIDDLE SCHOOL IN TORRINGTON WYOMING! Ms. Grace Hibben!!❤🎉,1,0,2023-10-11T18:26:56Z,0
Please shoutout TORRINGTON MIDDLE SCHOOL IN TORRINGTON WYOMING! Ms. Grace Hibben!!❤🎉,1,0,2023-10-11T18:24:56Z,0
Please shoutout TORRINGTON MIDDLE SCHOOL IN TORRINGTON WYOMING! Ms. Grace Hibben!!❤🎉,1,0,2023-10-11T18:23:57Z,0
Please shoutout TORRINGTON MIDDLE SCHOOL IN TORRINGTON WYOMING! Ms. Grace Hibben!!❤🎉,1,0,2023-10-11T18:22:18Z,0
Please shoutout TORRINGTON MIDDLE SCHOOL IN TORRINGTON WYOMING! Ms. Grace Hibben!!❤🎉,1,0,2023-10-11T18:21:48Z,0
"SHOUT OUT FROM LONG COUNTY HIGH SCHOOL in Ludowici, GA!!!! 

Our severe and profound Special Education students LOVE learning and keeping up with world news from Coy! CNN 10 is a part of our daily schedule and routine!

Roll Tide!!",0,0,2023-10-11T17:59:13Z,0
"Please shout out Mrs. Wright's class at LaSalle Springs Middle School in Eureka, Missouri!",0,0,2023-10-11T17:17:24Z,0
Palestine has the right to defend themselves as well.,6,4,2023-10-11T16:51:34Z,0
"Longfellow Elementary Day Treatment class, in Idaho Falls Idaho has been waiting for a shout out for 3 years! Please make our kiddos dream come true <3 Thanks for the news!",0,0,2023-10-11T16:00:57Z,0
US next 😂😂 guess I get a passport go back to my African roots,0,1,2023-10-11T14:56:20Z,0
Hey could you give me a shoutout. I just want to see me on your next episode,0,0,2023-10-11T14:45:28Z,0
"Slava Hamas💪💪
Victory Hamas💪
URAAAA",3,0,2023-10-11T13:56:25Z,0
It is a terrible situation.I am worry about Israel people.I hope saving their lives.,4,1,2023-10-11T13:35:46Z,0
Shout out Mr. Mac's Current Events class at Maquoketa High School in Iowa! Go Cards!,0,0,2023-10-11T13:33:08Z,0
"St. Clair County High School 
Odenville, Alabama
Mrs. Green’s 12th grade Gov/Econ Class! We love our boy Coy!! GO SAINTS!!❤",0,0,2023-10-11T13:07:03Z,0
"Please shout out Mr. Allen’s class at Stonecreek Junior High in Bakersfield, CA. We watch you every morning!",0,0,2023-10-11T13:05:07Z,0
"Here’s a comment that doesn’t ask for a shoutout, you’re welcome.",4,0,2023-10-11T12:55:24Z,0
"Please give a shout out to Mrs. Whitaker’s class at Noble Middle School in Wilmington, North Carolina!",0,0,2023-10-11T11:02:55Z,0
"Please give a shout out to Mrs. Whitaker’s class at Noble Middle School in Wilmington, North Carolina!",0,0,2023-10-11T11:02:44Z,0
"Please give a shout out to Mrs. Whitaker’s class at Noble Middle School in Wilmington, North Carolina!",0,0,2023-10-11T11:02:36Z,0
Can you shout-out Mr horsey’s 7th grade class Bullis school in Potomac Maryland GO BULLDOGS💙💛💙💛,0,0,2023-10-11T10:36:01Z,0
Can you shout-out Mr horsey’s 7th grade class Bullis school in Potomac Maryland GO BULLDOGS💙💛💙💛,0,0,2023-10-11T10:35:55Z,0
It seems that there are many people who don't like the Jews. There must be a reason for that. You don't normally hate people for no reason.,3,0,2023-10-11T08:48:15Z,0
"In July 1922, the League of Nations gave Britain a mandate over the area then known as Palestine. Britain's task was to establish the establishment of a Jewish national home Palestine-Eretz Israel (Land of Israel). Then UN votes on a partition of the land. Then you all know how the story goes.",0,0,2023-10-11T06:03:30Z,0
sorry israel,1,0,2023-10-11T05:56:35Z,0
Please give a shout out to Punahou in Honolulu HI! Mrs. Saito's class.,0,0,2023-10-11T05:25:18Z,0
Hey can you shout out landmark middle school mr Acevedo in Moreno Valley California thank you if this gets read.,0,0,2023-10-11T03:35:13Z,0
PLEASE GIVE A SHOUT OUT TO WOODLAND HILLS ACADEMY California LA De Soto Burbank Room 45 Ms Ahmadi,0,0,2023-10-11T02:51:49Z,0
"Can you please do a Shoutout on us! We are Mr. Borreca's fifth period class (his best class ever!), Strawberry Crest high school, Hillsborough county school district, From Dover, Florida. GO CHARGERS!!!",1,0,2023-10-11T02:44:37Z,0
"Can you please shoutout on us ! Ms. Kalish’s class, Thomas J Lahey elementary school, Harborfields school district, New York.",0,0,2023-10-11T02:22:22Z,0
What happened to Karl,2,1,2023-10-11T01:55:40Z,0
"please shoutout mr Munfords 6th grade sience class TOPS K-8 in Seattle, Washington. GO FALCONS.",1,0,2023-10-11T01:49:29Z,0
"please shoutout mr Munfords 6th grade sience class TOPS K-8 in Seattle, Washington. GO FALCONS.",0,0,2023-10-11T01:49:13Z,0
Hey I’m from east middle school in traverse city michigan we watch you about every Tuesday and thursday,0,0,2023-10-11T01:48:31Z,0
I am worried about the innocent people  wars and rumors of war😭😭😭😭😭🤔😳😞☝️🌍🙏🏽🧎I pray for the women and children and those men caught in ignorance hmmmmn,2,0,2023-10-11T01:13:45Z,0
Hi coy we would love a shout at Sherwood Githens Middle School in Durham we watch cnn 10 everyday in social studies mr fisher class my name is alaisa and we would love a shoutout pls give us a shoutout❤️❤️,0,0,2023-10-11T01:12:25Z,0
School,0,0,2023-10-11T01:11:04Z,0
"Hi Coy, we would love a shout-out to Waterville Valley Elementary School in New Hampshire, The birthplace of freestyle skiing! We have been watching CNN for years. We are the WVES Wolves.",2,0,2023-10-11T00:41:16Z,0
Shout out to Ms Fuller’s Class Laurin Middle School,0,0,2023-10-11T00:31:18Z,0
Chapel shcool,0,0,2023-10-10T23:59:52Z,0
Coy can you shout out chapel school,0,0,2023-10-10T23:59:04Z,0
Its not a surprise attack if they tell you its coming.,1,0,2023-10-10T23:27:27Z,0
first can be scyamore school in Anaheim pls,0,0,2023-10-10T23:11:59Z,0
"Litercy first charter school in santee, california",0,0,2023-10-10T22:43:56Z,0
Hamas will never allow peace. This is a unprovoked attack. Genocide at the music event killing women and children can never be forgotten.,0,2,2023-10-10T22:01:07Z,0
"Coach McQueen’s- World History Class! Piedmont High school, Piedmont Wildcats!! #YourWordWednesday- Hunkydory- When something isn’t always good",0,0,2023-10-10T21:55:53Z,0
"Coach McQueen’s- World History Class! Piedmont High school, Piedmont Wildcats!! #YourWordWednesday- Hunkydory- When something isn’t always good",0,0,2023-10-10T21:55:46Z,0
"Coach McQueen’s- World History Class! Piedmont High school, Piedmont Wildcats!! #YourWordWednesday- Hunkydory- When something isn’t always good",0,0,2023-10-10T21:55:41Z,0
"Coach McQueen’s- World History Class! Piedmont High school, Piedmont Wildcats!! #YourWordWednesday- Hunkydory- When something isn’t always good",0,0,2023-10-10T21:55:35Z,0
Thx coy I watch you at school all the time,0,0,2023-10-10T21:54:53Z,0
shout out to Mrs Carey Alexander Hamilton 4 grade,0,0,2023-10-10T21:54:45Z,0
Rise the Academy CPE MR.Wilson 4th grade *pls shout out*,0,0,2023-10-10T21:51:23Z,0
Rise the Academy CPE MR.Wilson 4th grade *pls shout out*,0,0,2023-10-10T21:50:38Z,0
Rise the Academy CPE MR.Wilson 4th grade *pls shout out*,0,0,2023-10-10T21:49:48Z,0
Rise the Academy CPE Mr Wilson 4th grade *pls shout out*,0,0,2023-10-10T21:49:00Z,0
raise the Academy CPE MR. Wilson 4th grade  *pls shout out*,0,0,2023-10-10T21:47:51Z,0
fake news,1,0,2023-10-10T21:35:45Z,0
"Give back the land of the Palestinian people, occupiers",4,0,2023-10-10T21:32:35Z,0
It's desert Storm all over again,0,0,2023-10-10T21:25:57Z,0
"Klein Elementary in Erie, PA is the best place to watch the eclipse on April 8th.  Make some plans to come and visit us in Mrs. Brumett's classroom!!!",0,0,2023-10-10T21:01:11Z,0
ITS A GREAT DAY TO BE A BRUIN!! DR. ROSS CLASS AT WILSON HIGH SCHOOL LONG BEACH CALIFORNIA,0,0,2023-10-10T20:51:28Z,0
ITS A GREAT DAY TO BE A BRUIN!! DR. ROSS CLASS AT WILSON HIGH SCHOOL LONG BEACH CALIFORNIA,0,0,2023-10-10T20:51:05Z,0
TS A GREAT DAY TO BE A BRUIN!! DR. ROSS CLASS AT WILSON HIGH SCHOOL LONG BEACH CALIFORNIA,0,0,2023-10-10T20:50:50Z,0
TS A GREAT DAY TO BE A BRUIN!! DR. ROSS CLASS AT WILSON HIGH SCHOOL LONG BEACH CALIFORNIA,0,0,2023-10-10T20:50:44Z,0
TS A GREAT DAY TO BE A BRUIN!! DR. ROSS CLASS AT WILSON HIGH SCHOOL LONG BEACH CALIFORNIA,0,0,2023-10-10T20:50:34Z,0
"the 5th graders at Carver Elementary School in San Diego, CA!",0,0,2023-10-10T20:38:06Z,0
This is one of the only episodes he wasn't smiling...,0,0,2023-10-10T20:22:48Z,0
"Hate was useful evolutionarily, but we've evolved to form complex societies. It serves us still. However, when dealing with matters of politics and power it becomes an enemy of humanity. We as a collective must all first agree with this, or be doomed. We must all do our part in the war against hate. By expelling it from our own lives first. Then each other. I believe in us. We can do this together. We must do this together.",0,0,2023-10-10T20:15:10Z,0
"This is so one sided, Palestine has had decades of torture, abuse, and murder from Israel. This was OUR land first. CNN10, be true. Why are you defending Israel in everything theyve ever done? When we fight back, we are the enemys. Western media is so hypocritical.",6,0,2023-10-10T19:55:51Z,0
"Hey, coy please please please coach burks class vidor high school 🙌🏽🙌🏽",0,0,2023-10-10T19:50:32Z,0
Shoutout coach burks class 7th period please please please vidor high school,0,0,2023-10-10T19:49:58Z,0
Please please please vidor high school coach burks class 7th period,0,0,2023-10-10T19:49:34Z,0
"Key Middle School Springfield, V.A Mr. Faulx (pronounce like fo, or pho) He makes it his priority every morning with his 1st or 2nt period history class.",0,0,2023-10-10T19:47:48Z,0
"Shoutout to Mr. Garcia's Pre-Aice Global Prespectives class at Pembroke Pines Charter High School, FL",0,0,2023-10-10T19:46:42Z,0
"Please shout out Mr. Alpha's social justice & African American Studies class at Fairwold Academy, Fort Washington,",0,0,2023-10-10T19:42:15Z,0
Shout out mr.castillo at south west HIGHSCHOOL in california we never miss your vids we watch them all the time in class ❤,0,0,2023-10-10T19:35:23Z,0
"Western medias are hypocrite, they always follow double standard in terms of humanity. They never talk about the oppression to innocent Palestinian people and illegal occupation of Israel. They portray Ukrainian resistance against Russia as bravery and patriotism where resistance of Palestinian against occupant Israel as terrorism, hypocrisy level 👏👏. Boycott western media as they always provide biased and guided opinion instead of facts.",10,1,2023-10-10T19:28:05Z,0
Shotout for IMS,0,0,2023-10-10T19:01:07Z,0
Works!!!!!!!*******,1,0,2023-10-10T18:55:38Z,0
Coach Weaver class at Coble Middle School Been watching for 5 years. Love you Coy Wire,0,0,2023-10-10T18:55:00Z,0
"Shout out to Barker Road Middle School, Pittsford NY. 6th graders are 200 + students strong and the Green and Purple Teams are HUNGRY for a shout from a former Buffalo Bill football player.​",0,0,2023-10-10T18:44:22Z,0
MRS RIVERA at tooele jr high has been watching for ten years and never gotten a shout out it would be great for our 9th period,1,0,2023-10-10T18:01:41Z,0
