text,likes,replies,date,sentiment
"how do all? i'm convinced these conflicts only happen when ordinance is past its use by date, taztez",0,0,2023-10-12T08:57:19Z,0
"70,000 Jews killed by me and many more attacks sent onto Jerusalem.",0,0,2023-10-12T08:31:17Z,0
This news channel is very Palestinian biased. I would take everything said with a grain of salt.,0,0,2023-10-12T07:37:31Z,0
"""Those who make peaceful revolution impossible will make violent revolution inevitable.""- John F. Kennedy",0,0,2023-10-12T07:36:33Z,0
"I wish i can take all the children in these two fighting country to safe place, theyare suffering for the sake of a few greedy people in there countries",0,0,2023-10-12T07:21:21Z,0
"Israel should stop indiscriminate bombings, REALIZE that majority of  innocent civilians are HELPLESS for the actions of HAMAS. We understand your feelings; we also sympathize with your tragic losses and condemn the savage brutal attack by Hamas.",0,0,2023-10-12T07:15:55Z,0
my condolence. to both sides,0,0,2023-10-12T06:56:59Z,0
"The only thing that is clear here  is the inability of arabs to come together and have a united front. You would wonder how does Palestine have two opposed authorities who want very different things and hope to go anywhere.  It's  like how Africans cry about poverty, lack of trade between themselves while they have only themselves to blame.",0,0,2023-10-12T06:05:54Z,0
Free Palestine! 🇵🇸 Long live the resistance 🇮🇷🇮🇶🇱🇧🇵🇸🇸🇾🇾🇪,0,0,2023-10-12T05:19:31Z,0
"You say violence If you're not a terrorist, don't drop bombs on innocent people They have no land to run to, no home to live in Fight only your enemies Act like a gentleman Don't act like a thug Arresting innocent children and innocent women Do not kill Don't be an armed fool

￼",0,0,2023-10-12T05:03:20Z,0
Don’t watch this news station they are NO GOOD.,0,0,2023-10-12T03:28:13Z,0
They need to find Hamas and all terrorist fighters not kill families of Palentines . ❤❤ Its Hamas stupid plan so evil he just killed his own people children in GAZA . Hamas needs to be found to bring peace on Palentine.  Israel should go in and find Hamas.,0,0,2023-10-12T02:50:44Z,0
Did HAMAS understand the consequences before attacking Israel and murdered more than 1000 Israelis 😮,0,0,2023-10-12T02:36:42Z,0
Hamas should be responsible for the civilians' pains and losses resulted and suffered from the war.,0,0,2023-10-12T01:49:35Z,0
This report is bias and lying by omission. Tell the whole story.,0,0,2023-10-12T00:14:17Z,0
These are the people who voted in Hamas as their leaders right?  The same hamas that purposely killed women and children in cold blood?  No theft of property can justify what was done.  Play barbaric games win barbaric prizes.  Nobody will miss hamas or gaza.,0,0,2023-10-11T21:59:17Z,0
How could they cutt off all the supplies .it is so merciless behaviour.everyone have the right to live..stop war,0,0,2023-10-11T21:11:25Z,0
People who triggered the events they are enjoying safe heaven with family putting innocent people life at risk.,0,0,2023-10-11T20:42:37Z,0
It is inhuman cruelty Against the Palestinians thinking OF animal Cut   even drinking water including electricity food and fuel thrown Palestinians to death which civilised world digest due to fear of USA who taken one sided order seating at the top humanity to respect of Israel's ignored of oppression  on people since long time owing to natural Justice showed sign of an instance imposed on Israel owing to untold depression on Israelis.,0,0,2023-10-11T19:34:47Z,0
"ma'am correspondent from Gaza, killed people does no need a hospital anymore...",0,0,2023-10-11T18:57:54Z,0
she said journalist are targeted wrong.,0,0,2023-10-11T18:13:26Z,0
"Japan and Germany got pacified for 70 years, and counting",0,0,2023-10-11T16:16:41Z,0
Free for Gaza,0,0,2023-10-11T16:09:47Z,0
Now terrorists make full videos of their human shileds.,0,0,2023-10-11T14:40:19Z,0
🙏🙏🙏🙏 for the children... This needs to stop... children are not military Somebody needs to pay,0,0,2023-10-11T14:26:48Z,0
"Palestinians have no one to blame except Hamas, so basically themselves since they voted in Hamas",0,0,2023-10-11T14:14:45Z,0
I just prying my beautiful country will always be in peace and prosperity with all of our ppl stannd  to gather ad a nation,0,0,2023-10-11T14:10:56Z,0
How about the innocent of Israel,0,0,2023-10-11T14:05:08Z,0
Poor civilian become a victims... 😢,0,0,2023-10-11T13:41:19Z,0
"Palistine minister HAMAS the one who stike first to Israelite people. So, Israel strike them back..",0,0,2023-10-11T13:40:26Z,0
"Time for the Palestinians to leave Gaza.. There is no home there anymore.. No land, no buildings...NOTHING Leave and go to another country be citizens there and have a good productive life somewhere else.. Your children will thank you when their life is massively better..",0,0,2023-10-11T13:29:20Z,0
"terrorist want to justify their demonic aggression to israel, terrorist celebrating while they are bombing israel, when israel retaliate terrorist are playing victims.....",0,0,2023-10-11T13:06:21Z,0
It don’t matter who did what to who first. It is never right to kill innocent civilians especial kids. It blows my mind how many rejects defend what happened in Isrrael. And how many around the world cheer. It goes to show what kind of people they really are.,0,0,2023-10-11T12:12:43Z,0
is children armed or collective punishment?,0,0,2023-10-11T11:56:40Z,0
Israel is always been wrong,0,0,2023-10-11T10:19:54Z,0
"Where is the Unity in United Nations - UN?
Where is the peace in Peacekeeping - UN?
Disunited United Nation - UN!!!",0,0,2023-10-11T08:37:56Z,0
"Hamas terrorists ruthlessly murdered Israeli civilians, then ran back into Gaza.
Now Gaza pays the price..",1,0,2023-10-11T07:32:48Z,0
😂 Relentless defending of Palestinian terror attack by this news channel.. expected nothing less!,0,0,2023-10-11T07:32:42Z,0
Time to negotiate to break the cycle of vengeance,0,0,2023-10-11T06:38:31Z,0
Not opening the Rafa border means that Egyptian Arabs doesnt want to help their arab Palestinian brothers get out of the bombing. All the explanations made by the so called experts are for 5 years olds.,0,0,2023-10-11T06:15:12Z,0
Al.Jazeera having hard time to defend the wrong.🤣,0,0,2023-10-11T06:05:53Z,0
"Is it too much to expect Hamas to come out and fight, instead of shooting rockets and then run to hide behind children?",0,0,2023-10-11T05:41:45Z,0
"For Palestinians be safe, their authorities must cordoned HAMAS far from the civilian shelters and hospital... the War is already going and for the comfort and peace for the both Palestinians and Israeli the HAMAS must eradicate and end their disturbance of peace and security of abiding civilians... the world condemned who starts chaos and destructions of peace... they are not worthy to let alive in these current world...",0,0,2023-10-11T05:24:49Z,0
Kids are being killed this is madness,0,0,2023-10-11T04:37:40Z,0
Victory to Israel  🇨🇦 Glory to Israel  🇮🇱  fight hard or you will never have peace. My prayers for all who are suffering due to this tragedy. Canada has the same. Muslim are bringing hate i can see it her in Toronto they way they looking at me i can feel it in my heart with there evil grins. How do i feel ? scared it's not looking good Canada is trying to help them but there just using us as idiots,0,0,2023-10-11T03:39:04Z,0
"8:21 Hamas said, stop bombing our civilians or else we will kill our Israel hostage every time you bomb our people. Israel said “ stop shooting and killing our unarmed people “……. An eye for an eye, and tooth for a tooth.",0,0,2023-10-11T03:33:46Z,0
Biased news agency.,0,0,2023-10-11T03:20:42Z,0
"If Hamas the Arab-Islamic Bedouin terrorist organization has such sophisticated means of war as Israel believe me, they will exterminate the whole world and not just Israel. 
Glory to Israel and the people of Israel,
Greetings from North Africa Berber Amazigh all hearts with you ♓🔰♓🔰♓🔰🔯🔯",0,0,2023-10-11T03:13:58Z,0
"All thanks to saudi petro dollars to America, think about it 🙊 peace to everyone not good all these killing.",0,0,2023-10-11T02:55:35Z,0
They ask for it.,0,0,2023-10-11T02:42:43Z,0
"Why is it called war?

Terrorism Vs Defense. That's what happens.

Israelis were massacred and they are defending themselves, it's time to understand that this is not a war where one side is a terrorist organization.
Israel needs and must defend itself after the massacre that took place there and no one can say a word to them. strip Gaza, occupy Gaza and let it be in their hands and disperse the Palestinians to Arab countries.
I refuse to believe that Gaza has not developed during all these years despite all the money donated and given to them and only gives shelter to terrorist organizations.",0,0,2023-10-11T02:13:27Z,0
Hamas's intent is to drum up sympathy and try to make Israel the bad guy.... They do the same thing every time they attack.... One would think that the majority of the world would understand this BS by now......,0,0,2023-10-11T02:00:24Z,0
"oh so iran sends aid money to palestine but not military money? oh no worries, they definitely had nothing to do with this. great reporting. top quality.",0,0,2023-10-11T01:53:18Z,0
"of course the aid goes to hamas. if the palestinian leaders can't stop hamas from attacking, they can't stop hamas from stealing, setting up and controlling NGOs",0,0,2023-10-11T01:49:02Z,0
"PEOPLE AROUND THE WORLD!!! PLEASE BE FAIR FOR JUDGEMENT BETWEEN THIS COUNTRIES. LET'S NOT GIVE FAVOR TO ANY SIDE OF IT BUT INSTEAD PRAY FOR THEM TO ENLIGHTENED THEIR MIND  SEEKING FOR SOLUTION TO ADDRESS THE PROBLEM  BETWEEN THEIR LAND BOUNDARIES.

TO BE NOT BIASED, HOPE WE ALL KNOW THE HISTORY OF WAR BETWEEN THIS COUNTRIES, WHAT WE SEE TODAY IS THAT PALESTINIAN ARE THE OPPRESSOR BUT WE DON'T THINK TOO THAT ISRAEL ARE ALSO AN OPPRESSOR LIKE WHAT THEY DID LAST 2019.

THIS WAR WILL NOT END UNLESS ISRAEL GIVE A ONE UNIT LAND TO PALESTINIAN. WE NEED TO FEEL PITY TO PALESTINIAN BECAUSE THEY DON'T HAVE A SETTLED LAND, IT REALLY SEEMS THAT THEY ARE ONLY A SQUATTER OR AN INFORMAL SETTLER BECAUSE THEIR COUNTRY IS NOT A ONE UNIT LAND, IT IS SEPARATED AND DECOMPOSE OF SEVERAL PARTS LOCATED WITHIN ISRAEL.

WISHING THAT LEADERS OF ISRAEL AND PALESTINE WILL SEEK FOR PEACE TALK CONCERNING WITH THE SETTLEMENTS OF THEIR LAND",0,0,2023-10-11T01:44:37Z,0
"PEOPLE AROUND THE WORLD!!! PLEASE BE FAIR FOR JUDGEMENT BETWEEN THIS COUNTRIES. LET'S NOT GIVE FAVOR TO ANY SIDE OF IT BUT INSTEAD PRAY FOR THEM TO ENLIGHTENED THEIR MIND  SEEKING FOR SOLUTION TO ADDRESS THE PROBLEM  BETWEEN THEIR LAND BOUNDARIES.

TO BE NOT BIASED, HOPE WE ALL KNOW THE HISTORY OF WAR BETWEEN THIS COUNTRIES, WHAT WE SEE TODAY IS THAT PALESTINIAN ARE THE OPPRESSOR BUT WE DON'T THINK TOO THAT ISRAEL ARE ALSO AN OPPRESSOR LIKE WHAT THEY DID LAST 2019.

THIS WAR WILL NOT END UNLESS ISRAEL GIVE A ONE UNIT LAND TO PALESTINIAN. WE NEED TO FEEL PITY TO PALESTINIAN BECAUSE THEY DON'T HAVE A SETTLED LAND, IT REALLY SEEMS THAT THEY ARE ONLY A SQUATTER OR AN INFORMAL SETTLER BECAUSE THEIR COUNTRY IS NOT A ONE UNIT LAND, IT IS SEPARATED AND DECOMPOSE OF SEVERAL PARTS LOCATED WITHIN ISRAEL.

WISHING THAT LEADERS OF ISRAEL AND PALESTINE WILL SEEK FOR PEACE TALK CONCERNING WITH THE SETTLEMENTS OF THEIR LAND",0,0,2023-10-11T01:44:18Z,0
Why would attack and killed many people and playing with their bodies then,0,0,2023-10-11T01:42:17Z,0
We see everything why did those in charge let this happen,0,0,2023-10-11T01:30:19Z,0
Hamas did not give any warning to Israel when they started ambushing Israel,0,0,2023-10-11T00:43:39Z,0
"God blees Palestinians, Israel must leave the Palestinian land in they are peace lover.",0,0,2023-10-11T00:40:33Z,0
you started it so face the consequences of your actions,0,0,2023-10-11T00:32:12Z,0
War means death. No matter who started it everyone loses. It doesn't tell both sides of story cause a misuse of media,1,0,2023-10-11T00:13:50Z,0
Both sides fighting for land right,0,0,2023-10-10T23:39:05Z,0
Are you kidding me. The terrorist invade Israel and then you write about the Palestinians that has been killed? Maybe the Palestinian leadership should have thought about the consequences.,0,0,2023-10-10T23:16:18Z,0
Why is your leader going to Russia,0,0,2023-10-10T22:55:52Z,0
We're the Palestinian people warned in advance of Hamas plan?,0,0,2023-10-10T22:36:23Z,0
Syrian President Assad bombed opposition held towns/cities and turned them into pebbles. Hamas are lucky that Israel treats them with kid gloves,0,0,2023-10-10T22:13:57Z,0
Where is the war crimes committed by the wicked so-called Israelite by the UN ?,0,0,2023-10-10T21:59:52Z,0
I want to know where all those missiles and Moms came from. That’s not me from the Afghanistan disaster a $5 billion worth of high tech weapons left behind.,0,0,2023-10-10T21:55:32Z,0
Remember when there was the victory over and destruction of Al Qaeda… who filled that power vacuum? What happened in the aftermath?,0,0,2023-10-10T21:54:49Z,0
"No winners here on any side. My heart goes out to all the civilians, and as I think about it, to the soldiers as well. 


War has been around forever, but I still feel sorrow, and I'm a veteran. 

I'm praying for all the people who have lost someone.😞",3,0,2023-10-10T21:53:28Z,0
Folks this conflict between Israel and the Palestinians gose back to biblical time  there will never be peace between them,0,0,2023-10-10T21:38:57Z,0
Hamas was VOTED in... maybe vote for a party that isn't run by terrorists,0,0,2023-10-10T21:37:32Z,0
"The nerve to play victim here. Hamas is cowardly, and they will pay now.",0,1,2023-10-10T21:30:31Z,0
"In my opinion it's about time that Israel says enough is enough. When you play stupid games,  you get stupid prizes. You can't sit and lob rockets, launch terror attacks,  kill innocent people,  and then expect them to just sit back and take it.",0,0,2023-10-10T21:29:32Z,0
"So Hamas attacks and cruelly kills 1000+ Israeli people and you are wondering why this happens and judging Israeli for responding?! 

All killings are bad on all size but look at who starts them and the cruelty in doing so",0,0,2023-10-10T21:06:56Z,0
enjoy the party,0,0,2023-10-10T21:04:34Z,0
Its not fair for the innocent babies see what they started when they attacked the festival of innocent people now look whats happening ppl being killed children babies 😢😢,0,0,2023-10-10T20:59:33Z,0
"*WORLD WAR THREE WATCH*

Israeli Defense Forces soldiers on Tuesday night responded with artillery and mortar shells as shells were launched at Israel from Syria.


“A number of launches from Syria aimed for Israel were identified a short while ago. Part of the launches crossed into Israeli territory and presumably fell in open areas,” the IDF said.",0,0,2023-10-10T20:44:08Z,0
"i think israelis trust palestinians to pursue peae and thats where they failed....now of course the reaping will come...sad to say it will tough cause trust has been broken....there is a saying tkae 1 and they ratio is 1:10....if 500 then 5000.simple equation.
God bless the people of God.",0,0,2023-10-10T20:34:25Z,0
3 days from agreession to victim card. World record!,0,0,2023-10-10T20:28:12Z,0
"oddly, not one drop of blood on any one person.. either side..",0,0,2023-10-10T20:27:44Z,0
Netanyahu is slaughtering Palestinian civilians and children since the attack.  He should be put on Most Wanted.,1,0,2023-10-10T20:19:06Z,0
Why are they showing Just kids the suppose to be injured 🤕 for your cameras 🎥? To try and pull on the heart strings of you stupid Simple minded people who can't see that they could very well have trained them to ACT injured. I saw No blood or broken bones like I saw them do Israelis. Journalist DO YOUR JOBS and NOT enhance a NARRATIVE!!! 🤦🏾‍♂️God bless.. God bless Israel 🙏🏽💙🤙🏾,0,0,2023-10-10T20:16:47Z,0
"God of Abraham Isaac and Jacob will defend his children of Israel God will not be mocked

Psalm 83
King James Version
83 Keep not thou silence, O God: hold not thy peace, and be not still, O God.

2 For, lo, thine enemies make a tumult: and they that hate thee have lifted up the head.

3 They have taken crafty counsel against thy people, and consulted against thy hidden ones.

4 They have said, Come, and let us cut them off from being a nation; that the name of Israel may be no more in remembrance.

5 For they have consulted together with one consent: they are confederate against thee:

6 The tabernacles of Edom, and the Ishmaelites; of Moab, and the Hagarenes;

7 Gebal, and Ammon, and Amalek; the Philistines with the inhabitants of Tyre;

8 Assur also is joined with them: they have holpen the children of Lot. Selah.

9 Do unto them as unto the Midianites; as to Sisera, as to Jabin, at the brook of Kison:

10 Which perished at Endor: they became as dung for the earth.

11 Make their nobles like Oreb, and like Zeeb: yea, all their princes as Zebah, and as Zalmunna:

12 Who said, Let us take to ourselves the houses of God in possession.

13 O my God, make them like a wheel; as the stubble before the wind.

14 As the fire burneth a wood, and as the flame setteth the mountains on fire;

15 So persecute them with thy tempest, and make them afraid with thy storm.

16 Fill their faces with shame; that they may seek thy name, O Lord.

17 Let them be confounded and troubled for ever; yea, let them be put to shame, and perish:

18 That men may know that thou, whose name alone is Jehovah, art the most high over all the earth.",0,0,2023-10-10T20:15:31Z,0
"What will their gain by killing innocent people,",0,0,2023-10-10T20:12:16Z,0
"Give the Palestinian people their home. Give them their promised land. 
Please stop killing eachother. It only damages the children 💔

I pray for solution, resolution and peace ❤❤❤",1,0,2023-10-10T20:04:04Z,0
this is purely sowing and reaping,0,0,2023-10-10T19:59:22Z,0
who started this?,1,0,2023-10-10T19:58:47Z,0
"Not support by religion support by humanity ,I support Israel",0,0,2023-10-10T19:58:34Z,0
Israel fighting back is fair and square,1,0,2023-10-10T19:52:34Z,0
Shame of Arabs who choice be silent absolutely !! Qatar Saudi other Wallah Shame,0,0,2023-10-10T19:51:27Z,0
"Thats the cost of starting the war! For every problem has its causes,  if their is no causes then there is no problem.",0,0,2023-10-10T19:47:01Z,0
"The main focus is on how Israel has killed innocent, but how many terrorists have they killed? Oh and how many innocent did hamas kill to start this conflict. Don’t start a fight you can’t win, especially when you hid BEHIND the innocent to protect yourself. Hamas are cowards who use women and children to defend themselves and Israel isn’t having it anymore.",0,0,2023-10-10T19:44:41Z,0
"After much destruction, I was watching live, while a reporter and his cameraman stood by and watched a small fire grow until it was quite large. After it grew for about 15-20 minutes, apparently to the news persons satisfaction, he began filming. Not enough destruction going on all around him so he had to hype the story. This is why, you cannot believe everything the media is telling us.",0,0,2023-10-10T19:43:19Z,0
If hamas want a war why are they playing hit and run game .....fight like man face to face.,1,0,2023-10-10T19:42:46Z,0
"Hamas is Hamas, Hamas is using Palestinians.  When will Palestinians wake up.",1,0,2023-10-10T19:37:38Z,0
Praying for Israel 🙏🙏🙏,1,0,2023-10-10T19:37:27Z,0
"I am sorry, for all the innocents affected by this. This is war, and Israel did not attack first. What was Israel suppposed to do? I don't believe the media over there anymore than I believe the fake news here in the US. I take it with a grain of salt. I pray this will end soon. I support Israel.",0,0,2023-10-10T19:34:03Z,0
"And whose to blame,!!!!!",1,0,2023-10-10T19:30:58Z,0
This is Brutality! Killing innocents and stopping their food and water supplies. May Allah save Palestine,0,0,2023-10-10T19:28:02Z,0
"Its not a good idea to poke a bear thats bigger than you , nore is it a good idea to poke a chihuahua thats smaller than you - both peoples from both nations are the same , and only differ in culture and religion - the hostges need to be returned,  but, Israel must stop opressing Palestine,  the only peace treaty that can work , is one based on respect for eachother,  which is only possible if eachothers rites are respected. Both peoples have it within them, peace is only around the corner if they can prove their faith, and be respectful.",0,0,2023-10-10T19:25:20Z,0
"Its not a good idea to poke a bear thats bigger than you , nore is it a good idea to poke a chihuahua thats smaller than you - both peoples from both nation are the same , and only differ in culture and religion - the hostges need to be returned,  but, Israel must stop opressing Palestine,  the only peace treaty that can work , is one based on respect for eachother,  which is only possible if eachothers rites are respected. Both peoples havenit within them, peace is only around the corner if they can prove their faith, and be respectful.",0,0,2023-10-10T19:23:44Z,0
"Benjamin Netanyahu is engaging in ""Collective Punishment"" which Adolf Hitler showed can be an effective very tool. Expect him to level Gaza by the time that this is over. As for the Israeli hostages taken by Hamas, he doesn't care that they are dying in the air strikes on Gaza. As the greater the Collateral Damage to Israel, the greater the ""Collective Punishment"" Netanyahu can dish out to Gaza. 

Put another way, if Israel truly wanted peace, they would not treat the Palestinians as good for cheap manual labor, and Palestinian land as growing space for Israeli development. Under these conditions, there should be no surprise that Hamas has so many young men willing to die for their people. If Israel's Arab neighbors had pushed the population of Israel into an overpopulated area the size of Gaza, with no future, they would have done the same to the Arabs...",0,0,2023-10-10T19:22:05Z,0
Hamas should've considered the heavy handed reprecutions prior to attacking Israel. Evacuate the residents of Gaza and bulldoze the property. Start building new Jewish settlements.,2,0,2023-10-10T19:21:20Z,0
"Muslim glorify Palestine support
Muslim silent Uighur",0,0,2023-10-10T19:12:40Z,0
Israel prepares Invasion with dozens bulldozers,0,0,2023-10-10T19:10:29Z,0
And how many innocents have now been killed by Israeli forces!,0,0,2023-10-10T19:10:21Z,0
The US public does not stand behind Israel. Our leaders may be bought out by them but we do not agree with their decisions.,0,0,2023-10-10T19:10:13Z,0
Elections have consequences and you get what you vote for.,1,0,2023-10-10T19:04:47Z,0
"Heart breaking to see these poor innocent kids being killed and maimed by bombs! 

Free Palestine!!!!
🇵🇸🇵🇸🇵🇸🇯🇲🇯🇲🇯🇲✊🏾",0,0,2023-10-10T19:04:47Z,0
"Blame Hamas for the bloodshed.
This is the results of Hamas animals attacking civilians inside Israel.
After Hamas animals targeted babies, women and elderly civilians - Israel rigutfuly retaliates.",0,0,2023-10-10T19:02:09Z,0
All love and support for Israel,1,0,2023-10-10T19:01:55Z,0
Hamas statement about no warning was the most asine statement ever. Did they call Israel and tell them we are bombing you?,0,0,2023-10-10T18:56:14Z,0
Let there be peace in Gaza and Israel amen 🙏 ❤✌️,0,0,2023-10-10T18:52:12Z,0
"If you going to allow the Hamas do strike from your home and from your area, then what happens is your fault to allow it to happen to you..that means you helping the Hamas and you part of theirs war.. Don't blame Israel. Blame yourself...it just like a bank robber go to rob a bank and you know they going to do it. Then you hide them in your house. That makes you part of the bank robber plan..you go to prison.. they playing game from making like they care for theirs children when they know they put theirs children in danger by helping the Hamas hide in your home..",0,0,2023-10-10T18:50:22Z,0
That's why they say don't bite the hand that feeds you don't cry after,0,0,2023-10-10T18:49:55Z,0
They were killed by Hamas.,0,0,2023-10-10T18:47:36Z,0
It's OK. You will get a pro rated price for not having electricity on those days... 😆😆😆,0,0,2023-10-10T18:46:08Z,0
"No war  you can distroy I a second but you can't build
My heart broken watching this children suffering",0,0,2023-10-10T18:43:31Z,0
"Be fair while reporting Israel - Palestine conflict, we will no longer trust your report",0,0,2023-10-10T18:41:36Z,0
11 American death is nothing. They choose to be there. We have bigger issues at home. Learn from the Israelis.. this is their war and “there will be no negotiation”,0,0,2023-10-10T18:33:11Z,0
"so what does that mean? We get close to equality in civilian deaths?
The children died because of their parents supporting Hamas and letting them use their homes, their schools and their hospitals as launching sites.
The Israeli maybe killed the kids. But the true murder was done by their parents.",0,0,2023-10-10T18:31:11Z,0
Israel set this up so they can take over Gaza,0,0,2023-10-10T18:30:38Z,0
This time the Hamas crossed the line they have to deal with the consequences.,2,0,2023-10-10T18:30:22Z,0
It’s heartbreaking to see the wounded small children…😢😢,0,0,2023-10-10T18:29:09Z,0
"Those who think ""thoughts and prayers"" will do anything are delusional.",1,0,2023-10-10T18:28:13Z,0
I know how this world is gonna end and I have seen it.,0,0,2023-10-10T18:25:24Z,0
This is hearbreaking to see the suffering of the children 😢,1,0,2023-10-10T18:24:15Z,0
"Aljazeera is a mouth for Hamas. Why don’t they talk about the captured civilians being tortured by Palestinians? 

Israel need to open the border and get all women and children out of Gaza, then level everything else. Make it farmland.",1,0,2023-10-10T18:20:26Z,0
"The LORD hates a divisive man....
DEFUND THE NAZIS-GOP!
It's the well-being of one another that's TRUELY of worth....
Not NAZIS ENDEAVORS!
Have no other worth (God), besides Me, to rival Me....
Where one another is of worth, there is no cost.... it's Priceless!",0,0,2023-10-10T18:19:41Z,0
Those who are responsible: Stop the killing now and face Justice.,0,0,2023-10-10T18:18:26Z,0
Innalillahi wainnahilaihi rajiuun. I pray to the almighty to bring an end to this calamity. May the souls of the faithfully departed rest in peace and those injured get heal sooner.,0,0,2023-10-10T18:16:23Z,0
"I support Israel, but please don't kill the children they too dream to become an adult like you.",0,0,2023-10-10T18:15:53Z,0
It is heartbreaking and traumatizing to see this cycle of violence begin again.,1,1,2023-10-10T18:12:34Z,0
"You should shout at Hamas why he is causing his people such trouble. Because Israel agreed to give work to your men to earn a living, delivered electricity, water, etc. and ungrateful Hamas only seeks to harm Israel and the Palestinian people. عليكم أن تصرخوا في وجه حماس لماذا تسبب لشعبها مثل هذه المشاكل. لأن إسرائيل وافقت على إعطاء رجالك عملاً لكسب لقمة العيش، وزودتهم بالكهرباء والماء وما إلى ذلك، وحماس الجاحدة لا تسعى إلا إلى إيذاء إسرائيل والشعب الفلسطيني.",0,0,2023-10-10T18:10:48Z,0
Hama's applied for war let them get it or surrender,1,0,2023-10-10T18:09:04Z,0
Hamas did this,1,0,2023-10-10T18:08:59Z,0
My condoleances to all who lost a loved one/s because of these crimes against humanity in general.,11,0,2023-10-10T18:08:29Z,0
"Israelis and IDF,plough the underground banker's of Hama's in Palestinian where the abducted Jew's are held captive",0,0,2023-10-10T18:07:54Z,0
"Who started the war?????????????????if Palestinians are lead by Iranian terrorist regime,,,,, they'll pay heavily and they better pay for the blood of Israelis they have spilled (((((Israelis and Jewish state, I'm with you and our Living God is ahead of us all)))",0,0,2023-10-10T18:05:08Z,0
"The more Hamas puts its military activities in residential building, the more innocents will die.  Moral of the story is follow UN protocols and keep your military activity away from civilians or civilians will die when the military sites are attacked. This seems to be normal behavior among many terrorist groups. Attack from civilian areas then cry and complain when civilians die as a result of attacks. Interesting how Al Jazeera has totally ignored this.",0,0,2023-10-10T18:03:51Z,0
We stand with Israel...Gaza grew the first blood nd they must pay for there foolishness and sins.,1,0,2023-10-10T17:58:04Z,0
GOD BLESS IZRAEL!!!,1,0,2023-10-10T17:56:17Z,0
"My take on the Israel and Palestine war is clear and simple; Israel has right to self defense and Hamas as well as Palestine has no monopoly to war and savagery. 
Let's watch who will feel the heat more! Play not with the precious price of peace oh ye war mongers!",0,0,2023-10-10T17:50:51Z,0
"All this blood is on the monstrous hands of the cowardice hamas terrorists who use innocent Palestinian civilians as human shields. Prayers for the innocent men, women and children who are being used by these evil people.",1,0,2023-10-10T17:50:16Z,0
When will the Palestinians learn. You don't get peace by murdering innocent children at a festival. The Palestinians should send their complaints to hamas.,1,0,2023-10-10T17:49:23Z,0
